Keyword Phrase,Search Volume,Search Volume Trend (%),Search Frequency Rank,Search Frequency Rank Trend (%),Top 3 ASINs Total Click Share,Top 3 ASINs Total Click Share Trend,Top 3 ASINs Total Conv. Share,Top 3 ASINs Total Conv. Share Trend,Top 1 ASIN,Top 1 ASIN Click Share,Top 1 ASIN Click Share Trend,Top 1 ASIN Conv. Share,Top 1 ASIN Conv. Share Trend,Top 2 ASIN,Top 2 ASIN Click Share,Top 2 ASIN Click Share Trend,Top 2 ASIN Conv. Share,Top 2 ASIN Conv. Share Trend,Top 3 ASIN,Top 3 ASIN Click Share,Top 3 ASIN Click Share Trend,Top 3 ASIN Conv. Share,Top 3 ASIN Conv. Share Trend,Competing Products,Top 3 Clicked ASINs Monthly Average Age,Top 3 ASINs Total Monthly Sales,Top 3 ASINs Total Monthly Revenue,Top 3 ASINs Total Review Count,Top 3 ASIN Total Average Rating
dog tags personalized,84807,4.5,2909,8,27.7,-1.7,20.6,-2.4,B085MH756K,14.2,-3.8,10.1,-3.2,B084HMMQ8M,8.3,2.1,9.5,3.2,B08TM84K92,5.2,0.1,1.1,-2.4,5000,97,77494,624745.93,167336,4.6
mini projector,84807,-9.6,2933,-15,28.1,4.2,21.6,7.2,B082F13J55,11,2.4,10.5,3.6,B0BG2GFCGD,9.1,1.2,7.5,3.7,B0D5XPM2ZC,8,0.5,3.6,0,1000,29,,,26198,4.3
cushion grip for dentures,84807,366.3,6571,75,81.6,-1,71.9,3.9,B07M8LMMV6,67.9,1,63.6,8.1,B004AI8PNM,7.2,-1,4.9,-3.7,B0BWSPPRW5,6.6,-1,3.4,-0.4,204,86,70578,1616738.75,32904,4.2
mp3 player,84807,8.3,2965,7,19.9,1.3,14.5,3.4,B0C5J3WHML,9.4,2.3,8.1,2.5,B01LZVDMEL,5.8,-0.9,3.6,0.3,B0D7ZH1WQ6,4.8,-0.1,2.8,0.6,1000,63,3500,122466.97,6273,4.1
napkin holder,84807,19.1,3106,14,18.2,0.7,15.4,0.8,B0BHPHJPXQ,7.5,-0.1,7.5,0.3,B0BBW9YLC8,5.6,0.3,5.5,2.8,B0C3HF71BR,5,0.5,2.3,-2.4,2000,22,8422,81733.02,2382,4.7
mary ruth multivitamin,84807,-37.8,3190,-12,51.7,1.4,36.2,3.3,B00MDRTV8A,35.4,7.9,27.8,2.5,B0CWS5QP8F,10.7,-1.9,6.7,4.7,B0CGKVHHCY,5.6,-4.6,1.8,-3.9,379,50,136527,7488547.41,36422,4.4
mucinex,84807,29.4,3043,26,41.7,0,35.8,0.3,B0057UUGRU,18.7,1.4,16.5,0.2,B005LEMQOS,11.8,-1.7,10,-0.1,B0057UUHGU,11.1,0.4,9.3,0.2,410,174,46441,1147184.53,47124,4.8
guru nanda coconut oil pulling,84807,4.6,3232,-1,70.2,2.6,55.4,9,B0BVFXGMLW,44.6,-2.1,34,2.2,B0B7S539BD,15,4.2,12.6,5.6,B0CNVMW5PM,10.6,0.4,8.8,1.2,184,19,173887,2951941.38,72298,4.5
imminent by lue elizondo,84807,1091.1,9880,93,96.8,2,75.9,8.3,0063235560,54.8,1,56.4,0.6,B0D3FL1M3D,27.3,4.1,4.8,1.3,B0D11VWP3F,14.8,-3.1,14.7,6.3,23,,15213,358406.61,612,1.5
fnaf,84805,19.1,3015,19,42.3,1.5,4,0.7,B0CJRJ6LCB,37.7,2.6,0,0,1338229303,2.8,-0.3,1.2,1.2,B0CXWXHKQQ,1.9,-0.8,2.8,-0.4,2000,,597,3889.98,28,1.4
jean paul gaultier,84805,4.5,2924,6,39.6,3.1,27.4,3.3,B09TTFM6H1,14.4,-4,9.8,-2.8,B08FBQWRYC,13.1,4,8.3,2.3,B0C5RWY7P8,12.1,3.2,9.3,3.8,304,31,6629,837800.4,5939,4.6
mattress queen size,84805,-9.5,3177,-20,14,3.9,6.7,-0.2,B0CVL93Q1K,5.5,1.1,3.8,0.5,B0889FJT19,4.4,1.1,0.4,-1.5,B0C1BG1DZ9,4.1,1.7,2.5,0.8,2000,28,66299,8638534.46,33974,4.4
sleeper sofa,84805,4.5,2996,-6,17.3,-0.1,4.9,-0.3,B0CC2PLFGN,7.6,-1.3,2.7,0,B0C742NLLB,6.2,0.7,0.3,-1.8,B0D5HM3P9H,3.4,0.5,2,1.6,7000,12,357,123808.45,2242,3.7
wrangler purse,84805,4.6,2984,-4,28.4,-3.2,9.2,-0.9,B0C5SNBP4S,16.2,-3.9,5.2,-0.7,B0CGHTJMGJ,6.7,-0.1,1.9,-0.3,B0CC5JSMDF,5.6,0.8,2.2,0.1,525,,5489,259197.51,6452,4.7
judy blue jeans for women,84805,269.5,3485,84,12.5,1.6,1,-0.5,B0CZGQ59B3,4.9,0.1,0.6,-0.2,B0CWS74SPG,3.8,0.3,0.4,0.4,B0CZGDVGSC,3.7,1.2,0,-0.7,973,,1295,49146.1,88,4.1
iphone 14 pro screen protector,84805,4.6,3016,2,56.6,-0.6,52.3,0.4,B0B769X1VJ,24.1,-1.6,22.4,0.8,B0BD5J9M98,21.6,5.3,19.7,3.9,B0B768WHRS,10.9,-4.3,10.3,-4.4,2000,26,61590,380529.6,270575,4.5
magnetic calendar for refrigerator,84803,175.7,4714,56,38.9,15.3,11.2,-4.5,B0D6VMCTP9,23.8,13.9,0,-3.9,B0BP7M5JXP,9.4,1.3,5.9,-2,B094BGVHS2,5.7,0.1,5.3,1.4,1000,21,8463,99881.6,3826,4.5
hot tub,84803,-38,2971,-60,27.7,6.8,23.4,3.7,B09XVHBMG9,10.2,2.2,10,-1.3,B07CJKFQ2T,9.5,1.7,10.9,5.8,B08C7XBH4T,8,2.9,2.5,-0.8,10000,,2002,1425538.58,3756,4.2
headlight restoration kit,84803,19.1,3167,15,66.9,0.3,61.6,1.7,B084RQKLV8,48.3,2.7,44.7,2.5,B08745K56G,12.6,-1.8,11.1,-0.9,B00429NKWK,6.1,-0.6,5.8,0.1,341,,51080,898737.89,80702,4.6
frownies facial patches,84803,4.6,3124,-10,80.9,-0.4,73.1,0.2,B00027DMSI,62.3,-1.2,65.3,3.2,B079J49XFM,13,0.2,6.3,-0.7,B07GXZPYT1,5.6,0.6,1.5,-2.2,282,80,71524,1749942.99,37236,3.7
seamless underwear for women,84803,3.9,2894,-12,14.9,-0.7,3.2,-1.2,B081VSYKL5,8.3,0.9,1.3,0.1,B08LK79FQT,3.4,-0.9,1.5,-0.6,B0C7BM4WKR,3.3,-0.7,0.4,-0.7,6000,,159174,2363154.05,82295,4.4
halara pants women,84803,216.8,3515,74,10.2,0.2,0.4,-1.5,B0D44Y944Z,3.7,0.2,0,-0.2,B0D456SMXX,3.4,0.1,0.3,-1.5,B0D44H37K5,3.2,-0.1,0.2,0.2,1000,,6699,179198.13,165,4.4
detergent,84801,4.7,2935,1,27.3,0.6,24.8,1.1,B0C35Z66QV,11.3,-1.3,9.7,0.8,B0BSNXFDML,10.5,1.5,9.6,0.5,B0BSNXN4YX,5.6,0.3,5.5,-0.3,3000,20,207524,3085600.47,122961,4.8
tool kit,84801,19.3,3446,21,29.3,-3.6,18.6,-2.8,B08KTV3VB8,14,-0.4,8.2,-0.1,B00RF9J8DY,8.5,-3.3,7.3,-1.5,B0BXC81MFC,6.8,0,3.1,-1.2,100000,,30576,891091.63,40494,4.7
edge control,84801,8.1,2822,13,31.9,1.6,22.5,0.5,B0CFZ6H1QQ,14.3,2,8.6,0.2,B0C1JS8N9C,8.8,-0.8,6.1,-0.3,B099X6D3TF,8.8,0.4,7.8,0.6,1000,36,21623,284663.76,7739,4.4
compression shirt men,84801,8.3,2995,16,12,0.6,2.3,0.2,B0CNVR68JC,4.6,0.5,0.7,0,B09MD4YZ4L,3.8,0,0.7,0.1,B0CH147YKP,3.7,0.1,0.9,0.1,7000,,18303,528839.61,3453,4.4
chocolate chips,84801,29.3,2997,30,30.2,-1.5,32.2,2,B074H6X6FX,15.1,0.2,15.9,0.1,B081ZT39ML,8.1,-2,9.2,1.8,B000VK5VTO,7,0.3,7,0.1,671,66,326,2612.34,11349,4.7
coat rack,84801,57,3217,29,22.7,4.4,19.3,3.6,B0BDX9SYLB,11.9,3.2,10.6,2.5,B07H7WF6NN,7.5,2,6.8,2.5,B09QGR1NY1,3.3,-0.8,1.9,-1.4,20000,44,16914,338590.69,22948,4.5
sound of freedom,84801,-47.5,2804,-28,96.8,-0.4,56.7,-5.7,B0CPVBCTD6,91.5,-0.4,0,0,B0CPV9P51K,4.6,0,0,0,B0CJ1BDZV6,0.7,0,56.7,-5.7,605,,1575,19810.86,8355,1.5
guitar stand,84799,26.7,3178,17,40.7,1.9,44.2,1.4,B018FCZKR2,17.1,-0.5,17.9,-1.1,B07PPDY2NS,14.2,-2.9,16.9,-1.7,B0BG7JWCHV,9.4,5.4,9.4,4.2,1000,,10766,176289.42,82652,4.5
the hobbit,84799,134.2,3414,61,49.2,11.1,0,-42.4,B00BWJA8GE,25.8,7.1,0,0,B0B8QQZ59X,14.4,3.2,0,-25.4,B0BR1NQQHK,9,0.8,0,-17,1000,,,,,
ninja coffee maker,84799,-42.6,2821,-29,36.9,-3.8,37.1,4.5,B07S98411N,17.5,2.9,28,10.5,B0B9YP76FN,10.4,-3.7,3.6,-3.7,B0CSDRZSGG,8.9,-3,5.5,-2.3,445,32,20698,2345750.02,43328,4.5
hannibal,84799,-22.5,2938,-19,55.5,-4.3,0,0,B00CUY67GK,19,-8.9,0,0,B0CNQKL5BF,18.6,2.6,0,0,B0CJYLQVPQ,17.9,2,0,0,1000,,,,,
beads,84798,-9.9,2845,-21,16.2,4.2,15.9,5.7,B0B9B8JM29,7,2.7,3.6,-3.8,B09G2979JS,4.8,0.8,3.5,1.5,B09C1YL7RQ,4.4,0.7,8.9,8.1,40000,31,52461,595692.85,15995,4.7
turkey,84798,6.5,3069,17,18,-0.6,17.3,-0.5,B07YVMY31Y,7.4,-0.8,6.6,-0.9,B00I2VLK2Q,5.6,0.2,6.2,1.1,B07NRYW3XM,5,-0.1,4.6,-0.7,5000,81,108,486.1,21615,4.5
birthday cards,84798,21.4,2946,21,22,5.7,17.5,6.8,B0C7PXW18H,11.4,5.8,9.7,5.5,B07BJ68K16,5.7,0.1,4.3,1.8,B086R4GXMX,4.9,-0.2,3.5,-0.5,30000,,19058,138995.27,15419,4.6
womens pants,84798,57.2,3423,42,5.7,1.6,1.1,0.7,B0D496NMK4,2.1,0.5,0,-0.1,B0C9Q4RJ3Z,1.8,0.5,0.5,0.5,B0C9Q4Q33G,1.7,0.6,0.6,0.4,100000,,59983,1101064.67,3817,4.4
oregano oil,84798,8.2,3040,13,38.1,-3.2,37.1,0.3,B0B94T7BTZ,14.9,-3.9,14.7,-6.3,B07G1JRPV9,12.9,-1.6,12.7,0.8,B07G7MRZT6,10.3,2.3,9.6,5.7,624,58,45240,471550.08,47515,4.6
bird seed,84798,-18.9,3019,-24,42.1,5,34.6,6,B003URCM9W,19.5,1.9,16.2,1.3,B00LHE5OSQ,15,3.3,13,3.4,B0037UZZYQ,7.5,-0.2,5.4,1.3,1000,172,77686,691106.76,17823,4.6
smart watches for women,84798,-9.6,3030,-12,14.8,0.1,6.7,1,B0D3BNKMG8,5.9,0.7,3.6,2.1,B0C1GNXTSW,4.5,-0.7,2.2,0.4,B0BTBWBNR5,4.4,0,0.9,-1.5,2000,15,4696,128192.52,8924,4.2
owlet dream sock,84798,-41.3,3514,-32,74.1,8.3,57.7,10.7,B09NCGQSY9,51.4,1.3,47.4,9.2,B09NCJNKV9,13.9,5.2,6.8,0,B0BS684ZYF,8.9,1.9,3.6,1.5,59,,16723,4672766.04,5811,4.1
music,84796,4.5,3182,14,29,0.9,29.4,13.9,B004FRX0MY,16.9,1.1,17.9,2.4,B08LXHFBG3,7,0.6,0,0,B00KLBR6IC,5,-0.8,11.5,11.5,400000,,,,,
waterproof mattress protector,84796,9.9,2956,5,29.2,-3.9,11.7,-1.7,B00MW50754,15.6,-2.8,5.3,-2.3,B08P2RYSP6,6.8,-1.6,3.3,0.4,B00MRHA96O,6.7,0.4,3.1,0.2,1000,97,215027,4512115.79,170042,4.6
moisturizer,84796,-9.7,3054,-15,23.7,-1.5,18.3,-3.3,B000YJ2SLG,9.2,-0.6,6.8,-0.3,B01N9SPQHQ,7.8,-2,6.4,-3.2,B01LEJ5MSK,6.6,1,5.2,0.2,20000,167,228376,4164755.09,162992,4.6
retinol serum for face,84796,4.6,2989,-12,40.7,-0.5,34.8,0,B07VWSN95S,18.9,0.6,16.2,1.1,B0779YGB2G,11.1,-0.8,9.6,-0.8,B07XJ7XWLW,10.6,-0.3,9.1,-0.3,1000,70,106395,1830024.94,90093,4.6
peel and stick floor tile,84796,8.3,2879,11,16.4,1.8,13.1,5,B0CBCTDS14,7.8,1.4,5.4,1.6,B096L2JY2J,5,0.8,3.6,1.7,B00BCIUIPG,3.6,-0.3,4.1,1.7,1000,75,6064,109991.96,22145,4.2
zodiac academy,84796,4.4,2888,5,68.1,1.5,33,2.2,B07SV21LFY,45.3,1.4,13,0.3,1914425022,16.8,-0.5,17.2,2,B07VJ383S6,6,0.6,2.8,0,160,,,,,
black myth wukong ps5,84796,2435,7616,95,57.1,5.1,30.9,-12.7,B0DDTB539M,40.2,15.4,8.8,-20.3,B0D4RJGFDT,10.4,-10.4,11.8,6.4,B0CMC3C3Z9,6.5,0.1,10.3,1.2,281,6,1863,130143.36,,
cat,84794,-37.8,3046,-43,14.1,-3.4,6.4,4.4,B00I8H6L0U,6.1,-4.2,0,0,B08NCDBT7Q,4.8,0.5,2,0.5,B0BWBK16NH,3.2,0.3,4.4,3.9,100000,,129496,1966732.13,39456,2.9
bathroom set,84794,4.5,3014,-14,15.7,3.4,3.5,0,B0CT95MGQ5,8.4,3.2,1.7,0.3,B09F3XSNNS,3.7,0,0.7,-0.5,B0CT96MN1Y,3.7,0.2,1.2,0.2,50000,19,9472,373108.12,2062,4.4
soap holder,84794,38.8,3331,31,24.1,9.4,20.9,8.4,B09TQNND45,9.1,2.5,7.5,0.5,B09CGYN74K,8.6,3.6,8.8,5.6,B0BXN7JK53,6.4,3.2,4.7,2.2,3000,41,66631,358845.93,10778,4.6
mens running shoes,84794,-9.7,3130,-6,5.6,0.3,0.3,0.2,B09RRM7GB5,2.2,0.3,0.1,0.1,B087BY2WYC,1.7,-0.1,0.2,0.2,B09MGCP4QP,1.7,0.2,0,-0.1,9000,,20589,660418.55,19304,4.5
beyblade,84794,10.7,2966,15,18.9,-1.6,15.3,-0.4,B07D4ZKXGV,6.9,-1.2,6.3,-2.2,B0BFKKFK7R,6.1,-0.2,4.7,2.1,B00EUSZKKS,5.9,-0.1,4.4,-0.4,1000,46,3366,118153.3,17738,4.5
cauliflower,84794,21.4,3109,24,58,0.1,57.8,-0.2,B077L639WX,23.6,-0.3,23.4,-1.1,B000P6G0GM,22.1,-1.2,22.3,-0.6,B079DT759Z,12.3,1.6,12.1,1.5,708,85,37,156.21,18056,4.6
apartment essentials,84794,-9.6,3128,-28,14.2,0.8,7.3,0.1,B0BLSCY6PR,5.3,0.3,3,-0.8,B0C9BQ5YY8,4.6,-0.3,2,-0.5,B09W4ZWCMP,4.3,0.8,2.4,1.4,10000,23,195201,3766573.36,67098,4.6
pavoi,84794,-43,3131,-47,20.4,3.2,4.5,-2.3,B07TBN9JRJ,8.5,-0.2,1.9,-1.5,B0BKNPPSDL,6.6,1.4,2.6,0.9,B0CLLYCW4T,5.2,2,0,-1.7,2000,,53860,511493.95,56559,4.4
dune: part two,84556,4.2,3384,17,89.4,-2.1,0,0,B0CWPP7J62,74.4,-5.1,0,0,B0CVBMQYXR,10.8,2,0,0,B0BZ3DN1TW,4.2,1,0,0,501,,,,,
harold and the purple crayon,84467,482.2,5939,81,82.9,6.8,55.5,-2.6,B0D5WTH6JV,58.7,7.8,0,-52,B06VSY519R,14.7,-3,0,0,0064430227,9.6,2,55.5,49.4,161,,14251,113884.24,6999,1.5
perfume organizer,84318,10.8,3057,13,22.7,3.6,17.2,1.5,B0BG46KCCH,12.7,3.1,8.8,2,B09YLHRZ76,5.6,0.1,2.6,-3.7,B09188S1KH,4.5,0.5,5.7,3.2,4000,,11762,122352.49,6305,4.5
portable air conditioner,84096,-57.5,4626,-245,16.5,2.6,6.7,0,B01DLPUWL2,6.4,-0.5,3,-0.1,B0CZDFC5MC,5,1.5,3.2,1,B07YPV7SN6,5,1.6,0.5,-0.8,2000,54,19519,6733669.33,50205,2.6
french hair pin,83880,647.4,6878,81,46.6,12.7,32.3,8.9,B0CRZRM3LP,29.3,15.3,21.4,10.1,B0849H91MG,9.6,-3.9,5.9,-1.5,B08LMCRQBL,7.7,1.3,4.9,0.3,1000,38,11858,111042.17,3214,4.3
coffee syrup,83845,37.1,3172,20,30.6,1.8,21.6,1.6,B0CWB4H7GH,16.7,2,12.9,1.8,B00YVZIJJY,8.4,0.7,2.2,0.5,B01NAV05XS,5.5,-0.9,6.5,-0.6,6000,71,18113,552825.82,23838,4.6
charmin ultra soft toilet paper,83813,17.7,3261,6,48.3,-9.8,45,-10.4,B0798DVT68,22.5,-5.7,19.8,-3.7,B0CDZJ9JJC,13.2,-6.6,14,-7.6,B07986PWD3,12.7,2.5,11.2,1,350,57,345495,8886242.44,213108,4.8
ball pit,83750,17.9,3251,5,33.2,3.1,22.4,1.7,B0BJ6WPT8N,19.6,0.4,12,0.2,B0BJZRWT9G,9.3,2.5,5.9,-0.4,B01KUHQZG0,4.4,0.2,4.5,2,841,49,11470,394586.48,8368,4.5
pokemon card binder,83750,5.2,2901,7,16.2,3.7,10.7,4.1,B0D3PYDVD6,6,-0.9,3.9,0.3,B01LZNQMC9,5.4,2.4,2.4,0.1,B0D8WQPTFQ,4.8,2.2,4.3,3.7,1000,41,3852,71257.2,4504,4.6
bathroom cleaner,83719,21.9,3064,18,35,2.3,36.1,-1.2,B000V9YYMK,17.9,-0.2,19.5,-1.9,B00AU03Y4Y,10,2.1,10.5,1,B0BRT5R217,7.2,0.5,6.1,-0.4,8000,127,53992,318259.29,20187,4.6
baby crib,83624,3.3,2967,-2,23.1,3,17.5,6.1,B00LFP61PW,9,-1.4,6,0.4,B07Y3WQHZ6,8.2,3.3,4.5,3.4,B00EANJX5Q,6,1.1,7,2.3,3000,107,9592,1520087.99,20819,4.6
mouse for laptop,83592,68.6,3254,42,31.1,2.5,23.8,-0.7,B005EJH6Z4,11,-2.2,8.8,-2.3,B015NBTAOW,10.4,1.8,6.3,0.6,B004YAVF8I,9.7,2.9,8.8,1.1,20000,118,,,88019,3
lithium batteries aa,83498,30.3,3134,16,18.9,-7.4,13.3,-5.4,B00EAKP8S0,6.8,-2.8,3.3,-2.3,B071D87WPV,6.4,-2.3,5.4,-1.1,B01M19YSI6,5.7,-2.3,4.6,-2,1000,107,43309,1130695.29,76082,4.7
wagon,83434,-38.8,3048,-49,19.3,-1.2,15.1,3.7,B0CRR9ZB5M,6.9,-2,4.8,-0.2,B0CLVG52J3,6.2,-1.9,5.6,1.2,B0BN523LG3,6.1,2.7,4.8,2.7,1000,14,17595,995965.82,4329,4.5
teacher shirts,83403,36.7,3135,38,6.5,2.1,2.6,1.1,B0C85L7QMV,3.4,1.6,1.9,1.2,B07JK59Q48,1.6,0.3,0.6,-0.1,B0C1G56DNB,1.5,0.3,0.2,0,60000,,1868,30878.22,1585,4.6
spice organization for cabinet,83403,2.8,3034,-2,23.7,-0.5,5.3,-4.5,B07NDZWMXF,9.9,0.5,1.7,-0.9,B095W7GGBX,8.1,-0.6,2.2,0.8,B0BS1794NS,5.8,-0.4,1.4,-4.4,4000,42,9762,312756.35,20037,4.6
sketchbook,83340,71.4,3369,46,30.1,6.2,26.7,-0.1,B08TLK1ZSV,12.1,0.5,14.2,-2.5,B0B19J9FZM,10.9,4.3,9.3,3,B09YVQ2W34,7.1,1.4,3.2,-0.5,10000,32,66331,601176.54,15785,4.7
litter robot,83340,-38.9,2955,-37,35.5,5,22.5,13.6,B0D9QCKGFQ,19.8,8.6,17.4,15.1,B0CQKRZLW9,8.4,-1.4,1.6,-1.8,B093187MLH,7.3,-2.2,3.5,0.4,1000,16,10906,4473404.5,1120,4.2
laptop sleeve,83308,65.6,3238,44,22.7,4.1,8.9,4.5,B01N6M1Y9N,9.5,-0.9,3.1,0.2,B07CZTYW3B,8.7,4.5,4.9,4.2,B01EY70LZ8,4.5,0.4,1,0.1,4000,90,,,111745,4.6
filtered shower head,83277,17.2,3368,11,28,-2.9,18.3,3.6,B0BJDQDZCT,11.4,-0.4,6.6,2.4,B0BJDPJNN3,8.8,-2.9,6.2,-1.8,B0CGRFJC9M,7.8,0.4,5.4,3,2000,20,70539,1864573.14,25114,4.4
smart home,83277,2.7,2880,-11,18.5,5.3,12.9,-0.3,B0BFC7WQ6R,8.3,3.8,0.4,-1.6,B09XMMZSWW,6.6,2.2,10.3,3.8,B09WDHBPFD,3.6,-0.7,2.2,-2.5,100000,,7156,98220.57,10343,2.9
bluey birthday decorations,83213,4.5,3152,7,32.1,4.7,20.7,0.4,B0BRVZ576J,14.7,-2.2,10,-2.1,B0D4FBZ9PC,11.9,5,6.1,0,B0C46XLVVH,5.4,2,4.7,2.5,3000,14,2891,71889.96,1694,4.6
bedroom rug,83182,5.2,3189,5,14.5,1.7,5.4,1,B08TRF4SMP,7.1,2.3,3,0.9,B0BLHJZSX8,4.2,-0.1,1.5,0.3,B06XCF7QFR,3.2,-0.5,0.8,-0.2,40000,53,25386,505966.63,70703,4.4
dog diapers female,83087,9.3,3035,17,23.6,-5.2,7.2,2,B071DBBYYB,11.7,0.5,0.6,-0.1,B073NYN74F,7.1,-2.6,3.1,-0.8,B07GL3HLW5,4.8,-3.1,3.4,2.8,711,86,96336,1787081.44,83700,4.3
baby books,83056,4.4,3023,4,20.9,-1,17.4,-1.1,1589255518,8.4,-2.9,6,-3.2,B00CDJH4XC,6.5,0.5,5.8,0.6,1728213746,6,1.5,5.6,1.4,90000,,27096,162319.27,12211,1.6
dehydrator,83056,2.2,2980,-2,30.3,0.9,24.7,3.2,B08M4FD4WR,11.8,0,10.8,0.5,B0CHRWLM5Z,10.2,0.7,7.4,1,B07PY5M579,8.3,0.2,6.5,1.7,618,42,20426,2347992.7,43447,4.6
powder puff,82992,8.8,3010,11,32.9,0.5,30.7,1.6,B09ZYGP147,14.5,-1,13.4,-0.4,B0BHZ53PCW,10.5,0.8,8.9,1.1,B09K7N3V4R,7.8,0.6,8.4,0.9,1000,30,60116,359467.77,49856,4.7
alcohol markers,82992,16.9,3085,11,19.4,3.2,12,3,B0BG7118BK,8,0.9,6.3,1.3,B07NRB5G3Q,6.2,1.6,1.8,0.6,B0CZV2F2S8,5.3,0.7,3.9,1.1,1000,33,28292,876618.37,19743,4.5
dvd player,82963,6.4,2999,5,49.1,4.9,43.3,13.8,B098TVQL6N,20.2,2.5,21.7,14.3,B007F9XHAY,17.9,2,14.2,0.2,B07Z7YMQYT,11,0.4,7.4,-0.7,10000,83,21187,757042.06,56600,4.2
door mat,82955,16.6,3104,9,18.3,1.4,10.7,-3,B0CGZSQPFP,9.5,-0.3,6.4,-0.6,B0CLL7XWZT,5.4,1.1,2.4,-1.8,B08ZSTST3M,3.5,0.6,1.9,-0.6,10000,21,31155,353425.27,12816,4.5
pickles,82942,2.1,2964,12,20.9,-2,22.9,-1.6,B07815Q76J,8,-1.1,9.2,-1.1,B07813K57X,7.5,0.3,7.9,0.5,B074HCGPDS,5.4,-1.2,5.8,-0.9,3000,61,369,2534.66,6730,4.5
pants for women,82935,40.7,3256,29,10.9,4.2,1.1,0.9,B0D496NMK4,7.8,3.8,0,0,B0C9Q4RJ3Z,1.6,0.2,0.6,0.6,B0C9Q4Q33G,1.5,0.2,0.5,0.4,100000,,59983,1101064.67,3817,4.4
earbuds for school,82935,307.4,3766,84,35.6,-0.1,27.7,2.3,B07HH1QSLB,21,7.2,17.9,10.8,B07DGPSWY3,8.5,-3.4,4.2,-6.6,B0BM4HGSFJ,6.1,-3.8,5.6,-1.9,1000,54,50948,431316.03,31963,4.4
pads for women,82929,23.4,3118,21,23.5,-0.6,21.3,0.3,B00G8DDBOU,11,0.4,10.2,0.9,B00J4YWSEE,7.3,-0.2,6.3,0,B00G8DDC44,5.1,-0.8,4.8,-0.7,2000,129,90654,795418.9,53662,4.7
thermacell refills,82929,-44.3,3242,-77,51.7,-9.5,43.6,-6.2,B08S5GWH9V,18.7,-4.9,16.9,-4,B00P3SM7M8,17.1,-4.5,13.8,-2.4,B016LGJV7O,15.9,-0.1,12.9,0.1,133,,58120,2449341.3,42662,4.6
human hair bundles,82916,8.7,2998,22,19.5,-2.1,7.7,-3.4,B06Y5ZB4WQ,11.1,-0.3,3.5,-1.3,B0CRKTZQKL,4.8,-1,3.1,-1.5,B0BN6JZGTZ,3.6,-0.8,1,-0.7,6000,41,4155,255454.34,4579,4.1
jeans for men,82909,35.9,3160,26,10,-1.9,0.6,0,B07LGLJFFK,3.7,-1.3,0.4,0.1,B0CSP4WWFX,3.7,0.1,0,-0.2,B073V3STJ1,2.7,-0.7,0.1,0.1,6000,,166548,2031680.13,85440,4.5
blue buffalo dog food,82903,16.4,3062,12,39.9,-3.1,28.6,-4,B09K8YYVWV,16.7,-1.7,11.4,-0.4,B0009YWKUA,13,-1.8,7.9,-3.8,B09K9FDLFN,10.2,0.5,9.3,0.2,380,110,162414,5578478.19,99535,4.6
manuka honey,82896,35.7,3361,22,35.4,-3.9,30.5,-1.1,B07K8TMSNB,14,-6.9,12.1,-5,B09XJDHFG6,11.5,0.3,10.1,0.4,B014AP5JUG,9.9,2.7,8.3,3.5,678,110,29694,556906.48,36807,4.6
sarah j maas,82890,-2.2,2866,-11,43,4.1,18.4,1.8,B08PD33VZ3,18.1,-1,7.2,-0.2,1639730192,15.5,3,7.3,1.1,B00OZP5VRS,9.5,2.2,3.8,0.8,1000,,,,,
ugg,82883,35.8,3186,36,12.6,0.9,1,0.3,B0D2TMS5L7,5,-0.4,0,0,B000J157B2,4.5,0.9,1,0.3,B0D2JHK2YW,3.2,0.5,0,0,5000,,66129,3251743.77,57409,4.7
kitchen scissors,82870,16.5,3294,8,55.6,-0.7,47.9,1.8,B07PZF3QS3,32.3,4,29.5,4.6,B08FLKHG8J,12.1,-7,10.2,-4.6,B09YV1WMTV,11.2,2.3,8.2,1.8,1000,53,101253,931255.7,177261,4.8
off the shoulder tops for women,82857,35.6,3322,21,5.8,-1.3,1.3,-0.4,B0CP3ZTFK7,2.2,-0.4,0.8,0,B0D3XD11NG,1.8,-0.4,0,-0.6,B0CP3Y9T91,1.7,-0.4,0.5,0.2,20000,,42689,813845.08,1264,4.3
type c charger fast charging,82857,5,2939,8,24.5,-3.3,19.3,1.6,B08G4GRQYV,10.7,-1.3,10.1,4.4,B088D4CNHV,7.4,-2.9,6.1,-2.8,B088FSHMQ3,6.4,0.9,3.1,0,8000,52,33178,315061.43,144095,4.6
s24 ultra,82838,2.1,3003,-5,55.5,2.6,26.9,2.8,B0CMDM65JH,32.8,14.4,15.3,7.1,B0CMDJ844V,12.5,-5.6,8.1,1,B0CV73SG4Z,10.2,-6.2,3.5,-5.3,7000,9,,,2974,4.5
asics mens sneakers,82831,2.3,3018,8,6.4,0.5,0.1,0,B09GZ2C2X3,2.5,0.4,0,0,B0B47XQK4P,2.2,0.3,0,-0.1,B09V7MCLB1,1.6,-0.2,0.1,0.1,463,,43987,724755.64,30963,4.5
magsafe pop socket,82825,2.1,3038,-12,30.3,8.2,26.5,11.1,B0CDFCWYNT,17.2,5.9,15.7,6.1,B0CDF5M6TW,9.4,3.8,9.8,5.4,B0C923FZW1,3.8,-1.4,1,-0.4,636,15,40425,941082.92,133078,4.4
